id,object_id,qualification,roles,productionPlaces,maker_name
388,03b7a2f6a62e9a38d05a,mentioned on object,,,Juste Aurèle Meissonnier
389,03b976c8dad70c2241d2,,,,anonymous
390,03bcb186e5cd4b7ae89d,mentioned on object,print maker,Amsterdam,Abraham Rademaker
391,03be102e0d2e2cc56d3d,,painter,,Pieter Codde
392,03c065d2465b3a7650ec,,,,Giorgio Sommer
393,03c11cf59dbf7b9ab30d,,print maker,Antwerp,Johann Sadeler (I)
394,03c4765ca046ca27ba10,,painter,Southern Netherlands,anonymous
395,03c5022ddc41c7b9f99c,mentioned on object,,Netherlands,Richard Tepe
396,03c662bad4685b77be5f,possibly,,Java,Kassian Céphas
397,03c8e7a6d37c99ef406f,mentioned on object,,,Joseph Emery-Dufour
398,03cb3d66d94fd0313651,mentioned on object,print maker,Netherlands,Romeyn de Hooghe
399,03cd93586b7f13abb261,mentioned on object,print maker,Antwerp,Cornelis Galle (II)
400,03cf3902a2f83c8cb6d3,possibly,,,O. Hisgen & Co.
401,03d1ba8db4763868406c,mentioned on object,,Antwerp,J. Van Crewel Jeune
402,03da42481aaf2378d552,signed by artist,painter,Netherlands,Anton Mauve
403,03da48f59c777f739f24,mentioned on object,print maker,The Hague,Pieter Jansz Quast
404,03def22c7341559dc031,,,Suriname,Théodore van Lelyveld
405,03e12c1ed05edffcfcec,,,Suriname,Théodore van Lelyveld
406,03e30faffeca97927e9a,mentioned on object,,Northern Netherlands,Adriaen van de Velde
407,03e5aca787f438752b3f,mentioned on object,print maker,France,Jean Berain (le Vieux)
408,03e65c841a636e11f7aa,,painter,,Matthijs Maris
409,03e98cbfcb3b7d437f4f,,print maker,,Aegidius Sadeler
411,03e9e2935be9ea36ac6d,copy after,print maker,,Hieronymus Wierix
410,03e9e2935be9ea36ac6d,,painter,Southern Netherlands,anonymous
412,03ea58199a873d2ef514,mentioned on object,,,G. Lekegian & Co.
413,03eadcf7afc5cbb86930,mentioned on object,print maker,Amsterdam,Abraham Rademaker
414,03ec1631c8967709597a,,painter,,Arnoud van Halen
415,03ec498be62279630e32,mentioned on object,,France,J. Tourtin
416,03edb5fcb074f01c2bdc,mentioned on object,painter,,Gabriël Metsu
417,03f0014959f4242489b3,,,,Willem Diepraam
418,03f4477316211b89d1d0,mentioned on object,,Rome,Fratelli Alinari
419,03f49e3ddad311aed89d,,,Netherlands,Henry Pauw van Wieldrecht
420,03f4acf84e4c6f749be1,attributed to,,,Ferrier Père-Fils et Soulier
421,03f8d89199741ce55b9d,,print maker,Amsterdam,Jan Luyken
422,03f9822727a528f43b46,signed by artist,painter,Netherlands,Piet Mondriaan
423,03fcd08a8799d883017b,,print maker,Northern Netherlands,Theodoor Koning
424,03fd6f059fcd89af0a16,mentioned on object,,Middelburg,Jan Wendel Gerstenhauer Zimmerman
425,04069ee17986f7d240d9,mentioned on object,print maker,Amsterdam,Cornelis Bogerts
426,040acd306e77af2c5656,mentioned on object,,Rome,Tomasso Cuccioni
427,040c92158fae8fd97ce9,free after,painter,,Hendrik van den Bosch
429,040f8612b33df85d2b86,mentioned on object,publisher,Rome,Libreria Spithöver
428,040f8612b33df85d2b86,,,Rome,anonymous
430,0411b2b0f9c80a05d294,mentioned on object,,France,A. Mansuy
431,0413310966c24cb78059,mentioned on object,print maker,Amsterdam,Wouter Johannes van Troostwijk
432,041a1e78ddce42e5bf48,mentioned on object,painter,,Diederik Franciscus Jamin
433,041c7df42d4d386d7e1b,,print maker,Netherlands,Johannes of Lucas van Doetechum
434,041f6bd32a03a025e15c,mentioned on object,,,Bonfils
435,042dc66673e1e72b604d,,,,Hanns Hanfstaengl
436,042f2dc525f99c859e9f,,print maker,,anonymous
437,043157a654f78a85d61c,,,,Geldolph Adriaan Kessler
438,0432830c89e21a26e4a1,,print maker,Paris,Albert Flamen
439,0433da751021de5e9e9a,,painter,,Jacob Maris
440,04359296edb23238177d,,,,anonymous
441,04388f9808ab69ab27bb,,painter,,anonymous
442,0438b003b6fe865a69cb,,print maker,Europe,Christiaan Friedrich Ruppe
443,043b6799c72db292f5cd,,print maker,,Raphaël Sadeler (I)
444,044368f9eb22de6e35b5,,painter,,Frans Jansz Post
445,04499db59a0352433192,mentioned on object,print maker,The Hague,Pieter Jansz Quast
446,0449b96afdccc29c01c4,,,Great Britain,James Valentine
447,044fed24785c38d9fffc,signed by artist,painter,,Gerard ter Borch (II)
448,04566fb23b7765ccdc82,mentioned on object,print maker,Amsterdam,Jan Harmensz. Muller
449,04593fa98dc0b3dac06a,mentioned on object,print maker,,Johann Sadeler (I)
450,045b49655b33d75904ea,,,,Antoine Sevruguin
451,045c1c9513cd5ecf202a,attributed to,,,Roberto Rive
453,045e43657724443cd7d4,possibly,,,A.J.M. Mulder
452,045e43657724443cd7d4,attributed to,,,anoniem (Monumentenzorg)
454,0460a58ea666de475c48,attributed to,,Netherlands,Richard Tepe
455,04611253ccb0e0e57ae7,,print maker,Northern Netherlands,Jan Stolker
456,0461420b4bda30c96292,,,,Ilse Frech
457,046227ed3a6110aae05f,mentioned on object,print maker,Amsterdam,Abraham Rademaker
458,046294822f01d6c38376,,,,Raphaël Sadeler (I)
459,04649844e84c70a60ed7,,,,L. Heldring
460,0466ad2ca302513dd657,mentioned on object,,,Fratelli Alinari
461,0468495c302acf1577d9,mentioned on object,print maker,Netherlands,Jacob van der Schley
462,046891498dc6e1f1d6be,,painter,,Jan van Hemert
463,046c097a5ec279f57f70,,,Suriname,Théodore van Lelyveld
464,0478f765a643ba171d1e,,painter,,Jacob Maris
465,0479ed5a58d6494040cf,,,,anonymous
466,047d3a6471e0eca89d28,workshop of,,Amsterdam,Bernard Picart
467,048142e294f07acddbf5,,painter,,Dirck Craey
468,0487c1db1d8c8ecdb6d6,,,Batavia,anonymous
469,0488491260eaad7d6564,,,France,André Le Nôtre
470,048cf43d0291e4ffbb11,,painter,,Caspar Netscher
471,048e882e4dd87da16dc2,,print maker,,anonymous
472,049776afe6ce6bce4c03,,painter,Northern Netherlands,anonymous
473,049a32b09b55a295d574,mentioned on object,,,O. Hisgen & Co.
474,049be6499ac37e15f5c5,mentioned on object,print maker,Amsterdam,Johann Heinrich Maria Hubert Rennefeld
475,049caa2e767d8789190a,,painter,,Bartholomeaus Sarburgh
476,049db4b9fda1a0c1dc1c,mentioned on object,print maker,Switzerland,Johan Jakob Biedermann
477,04a79c107cb82398426e,mentioned on object,print maker,Rotterdam,William Bikker-Top
478,04ac294556a179500458,,,,Geldolph Adriaan Kessler
479,04b617140cb1b6c8f433,,,,Pieter Jan Kaiser
480,04b65e6515d7cd6f1ae2,mentioned on object,painter,,Kasparus Karsen
481,04b75779f781a8165bc8,,painter,,David Bles
482,04b7a75d22950679e496,possibly,,France,Henry Pauw van Wieldrecht
483,04b7cbe29fdb7cc16089,mentioned on object,print maker,The Hague,Paulus Constantijn la Fargue
484,04b89d4517cf08450a2a,,,Netherlands,Crispijn van den Broeck
485,04b956c0cf27e615d0a0,,,,Geldolph Adriaan Kessler
486,04bbc31f513e6c6e8df2,mentioned on object,print maker,Germany,Heinrich Aldegrever
487,04be3723378cd76596f8,,,,anonymous
488,04be3e1fbcad748d7be7,attributed to,,Netherlands,Richard Tepe
489,04c0b8ce38a2eba4adc1,mentioned on object,print maker,,Charles Rochussen
490,04c0d9b15d8f65d62939,,,,anonymous
491,04c188de187a76e1ec8d,mentioned on object,painter,,Jan Baptist Weenix
492,04c35dde75a84b883803,mentioned on object,print maker,Venice,Raphaël Sadeler (I)
493,04c42c084ebd6189aba6,,print maker,,Jan van de Velde (II)
494,04c5d445aae37941fad8,,print maker,,Raphaël Sadeler (I)
495,04c6980ec742cdb14728,mentioned on object,,Netherlands,Richard Tepe
496,04caf223b93fa61b5a18,possibly,print maker,Amsterdam,Salomon Savery
497,04d8ebb5b31805e0d6e4,,,,Geldolph Adriaan Kessler
498,04d9908cf32044e83ce7,,,,Jan Harmensz. Muller
499,04e508fa91cd39c4d377,attributed to,painter,,Cornelis Engelsz.
500,04e81b7d844176291ab9,,painter,,Michiel Jansz van Mierevelt
501,04e9e73d40d00ef9ff55,,,,Weijert Jan van Zanen
502,04eb5f0ed4420efa5962,,painter,,anonymous
503,04f44015e694f743575c,,print maker,Southern Netherlands,Cornelis Galle (I)
504,04f4820c64f0dcf54c80,,,The Hague,Roel Rozenburg
505,04f5ef6876feeddc5c50,mentioned on object,,Paris,Félix Nadar
506,04f98765cecb64cb5d70,attributed to,,,Adolphe Braun et Cie.
507,04f997f7f3d80fa0540c,mentioned on object,print maker,Antwerp,Paulus Pontius
508,04fa5cfa1591e48693f4,mentioned on object,print maker,Paris,Gerard Edelinck
509,04fc58368f6e0dc707a8,mentioned on object,print maker,,Nicolaes Ryckmans
510,04fcb3d12fd90f619585,mentioned on object,,Amsterdam,Pieter Oosterhuis
511,04fdb680509f2aafa5e0,,,,Mayer & Pierson
512,0505cbbc7176580cb9f7,mentioned on object,,The Hague,Gebroeders Delboy
513,050635002cdd53c19ad4,,,,anonymous
514,0508352db516856fedb2,mentioned on object,,Haarlem,Gebroeders Cordes
515,05095c01002ee08d5896,,,Suriname,Théodore van Lelyveld
516,050b4ac00b1c53d7d7f4,,painter,Netherlands,Willem Roelofs (I)
517,050cb1ec8d16f7e9e96b,mentioned on object,print maker,,Jan van Londerseel
518,050d793eb4e18c52ed43,attributed to,,Batavia,Woodbury & Page
519,050e37fd11be3e84ea5e,,painter,,Charles Howard Hodges
520,050f9b45f4d4ad4a8680,mentioned on object,print maker,Amsterdam,Reinier Vinkeles (I)
521,0511345b93c987350b5c,,,,Jacob Olie jr.
522,0512813a8c5e8d6d8fdb,,print maker,Northern Netherlands,anonymous
523,0514b9f95aefd1f3a292,,,,Edmond Fierlants
524,0514e2ce7f1060ce8454,attributed to,print maker,Haarlem,Dirck Volckertsz. Coornhert
526,0516eeee6b6311dae362,possibly,,Delft,A.J.M. Mulder
525,0516eeee6b6311dae362,attributed to,,Delft,anoniem (Monumentenzorg)
527,051be11150e72c004c4e,attributed to,painter,,Willem van de Velde (I)
528,051c1123b8e4f1b8301f,,,,anonymous
529,0523dabae26a70e415e2,,,New York (city),Geldolph Adriaan Kessler
530,0526bed88fef1e5da599,,print maker,,Jan van de Velde (II)
531,052794a643f3c4241823,mentioned on object,print maker,,Thomas Hellyer
532,0527e3cf13655ddfbf94,attributed to,print maker,,Johannes of Lucas van Doetechum
533,052b4f3210588c57f68c,,,,Geldolph Adriaan Kessler
534,052c4d6fb1ee5b688a4a,mentioned on object,print maker,Amsterdam,Hubert Quellinus
535,052c56fa227f313e87e9,,print maker,Utrecht,Hermanus Jan Hendrik van Rijkelijkhuysen
536,052d28b859f637941e11,,,,Félix Bonfils
537,05321682b623233d465b,mentioned on object,,Rotterdam,Lodewijk van de Winkel
538,0532ceb5913930b88ace,,painter,,Adriaen van der Werff
539,0535bf807ece97277a00,,print maker,Japan,Isoda Kôryûsai
540,05364942e958dd38a2d6,attributed to,painter,,Lucas Cranach (II)
541,05380c6139687c777f28,mentioned on object,print maker,Amsterdam,Simon Fokke
542,053be134e0762067df6d,,,,anonymous
543,053d4f9753b62af6b47d,mentioned on object,print maker,Italy,Johann Sadeler (I)
544,053e8ac354b8b8a1d8ae,attributed to,print maker,Haarlem,Dirck Volckertsz. Coornhert
545,0543f0d69ba843607359,,print maker,Low Countries,anonymous
546,05466ab5fee1a87cb494,,print maker,Northern Netherlands,Theodoor Koning
547,0547c43a3bedbe89b56f,,print maker,Northern Netherlands,unknown
548,05483d6c5b2c59bb021c,,painter,,Isac Vromans
549,05499b82fed96c6ec5fc,attributed to workshop of,print maker,The Hague,Pieter Jansz Quast
550,054af6c3880a98e98670,,,,Bonfils
551,054b7cee6074fb3a4824,mentioned on object,painter,Amsterdam,George Hendrik Breitner
552,054ea9d27bda76eed52d,attributed to,,,anoniem (Monumentenzorg)
553,054ea9d27bda76eed52d,possibly,,,A.J.M. Mulder
554,0556381b7c84b4badb4b,,,,anonymous
555,055ac0b5ec34a62d7fc7,mentioned on object,,Leiden,Jan Goedeljee
556,055ac6537be787fd7957,mentioned on object,print maker,unknown,Aegidius Sadeler
557,055b40495c7ab9fb7e6d,,painter,,Albertus Verhoesen
558,055c2111940b8a613d07,possibly,print maker,Amsterdam,Pieter Hendricksz. Schut
559,0560238c5efc3a384799,mentioned on object,,Paris,Charles Reutlinger
560,05656f392f57bf59386e,mentioned on object,print maker,Venice,Giulio Sanuto
561,0566f6da6101c7553e3d,,,Suriname,Théodore van Lelyveld
562,05678d74ce36df3475e0,mentioned on object,print maker,Amsterdam,Jan Ruyter
563,0568e8909f5472bd9993,,,Utrecht,anonymous
564,056cff5a3eb39bb01096,mentioned on object,,Brussels,Wesseling
565,056dc26fbf65140dcdef,,print maker,,Raphaël Sadeler (I)
566,0572368d6cbd204bc726,,painter,,Jan van der Heyden
567,0572ef893ddb0fbc22e8,,print maker,,anonymous
568,0573ce39d15eb448554e,mentioned on object,painter,,Johan Barthold Jongkind
569,05741b7b04c833460b7e,mentioned on object,print maker,,Daniël Veelwaard (I)
570,05748744dc81dddef541,mentioned on object,,,Bonfils
571,05779c6d62f57edacacc,mentioned on object,,France,Charles Aubry
572,05799fcdaf4051a79b06,mentioned on object,painter,,Isaac Israels
573,057a5a5fe5aecac271da,,print maker,France,anonymous
574,057a87d7aafd273f9070,attributed to,,Netherlands,Richard Tepe
575,057cd62bcdbe4a5242f9,,print maker,,anonymous
576,057d2edb3ca3f2186faa,,print maker,Southern Netherlands,Cornelis Galle (I)
577,057e740409fc74ccdbc6,,painter,Holland,anonymous
578,05808bfbcfc1718514fe,,,,Geldolph Adriaan Kessler
579,0588729a7c8e7e909e86,mentioned on object,print maker,,Roubillac
580,0589556c4daf2b583c6d,mentioned on object,print maker,Northern Netherlands,Romeyn de Hooghe
581,058cf17e851e1ab4fa54,,print maker,Netherlands,Simon Fokke
582,059037b8b0ba0c053dec,,painter,,Jan Maurits Quinkhard
583,05903f051dc4f2786541,mentioned on object,print maker,Netherlands,Hendrik Bary
584,05937545a3ef154e57b9,,,Netherlands,Jan Banning
585,0593eecd87b6a21f4835,mentioned on object,,,Pieter Koene
586,059a5770c38b1092efd9,mentioned on object,print maker,Utrecht,Paulus Charles Gerard Poelman
587,059d3f4c2f2c5b13ae15,mentioned on object,,,Fratelli Alinari
588,05a1e6b51b5e52399575,mentioned on object,print maker,Southern Netherlands,Cornelis Galle (I)
589,05a35c04d0b2bb001d8f,,print maker,Cologne,Crispijn van de Passe (I)
590,05a61adc8857ecc6264e,,painter,,Abraham Hendrik Winter
591,05a8b1a997eb28507d84,,painter,,Cornelis Kruseman
592,05abbb903b76a9f6f074,mentioned on object,,Netherlands,Richard Tepe
593,05b3abc4d506cc516827,,painter,,Master of Alkmaar
594,05b86f885c9a08711fc9,mentioned on object,print maker,Venice,Johann Sadeler (I)
595,05bced8cf14631fba609,,painter,,Adriaan de Lelie
596,05beae4e584c44c52323,,painter,,Alessandro Magnasco
597,05c10ff8d89524489739,,print maker,Amsterdam,Jan Harmensz. Muller
598,05c272d90652b70cb65d,,,Berlin,Waldemar Titzenthaler
599,05c3cd9ff641a3f3fef9,,,,Andrews & Son
600,05c5e73ecc47c1fde4bf,mentioned on object,,Amsterdam,Pieter Oosterhuis
601,05c69a0d33ffafaacbd7,,,,Giorgio Sommer
602,05cca4d2781c2b167a04,mentioned on object,,France,Gustave Le Gray
603,05cca78bea0eab8ddf5d,mentioned on object,print maker,Amsterdam,Jan Veenhuysen
604,05cd0553fe0b966fcc21,,,Netherlands,anonymous
605,05cfc10f8631119dffd6,attributed to,,Rome,Gustave Eugène Chauffourier
606,05d047d6a16fdaf97f6d,,,Suriname,Théodore van Lelyveld
607,05db3f8de967557ce6b6,,painter,,Adriaen van Nieulandt (I)
608,05dbfd63ea66d03874f0,,print maker,Low Countries,Monogrammist IG
609,05dcbe8c5e2f934344b4,,,,anonymous
610,05e96d5ce9064370124d,,print maker,,Johannes Valdor (II)
611,05eaa09b96ffbdfd2ad1,mentioned on object,print maker,,Pierre Denis Plumier
612,05eb1d2edc5eb3fbebcf,,painter,Northern Netherlands,anonymous
613,05eb51eb3896fdebbe1e,,print maker,Northern Netherlands,anonymous
614,05eba20246240e5ea737,,,Netherlands,anonymous
615,05f09a5a7d724a628a07,,,,anonymous
616,05f0be82bceeb3a61fc5,,,,Geldolph Adriaan Kessler
617,05f15f4d3728a80eaaa5,mentioned on object,,,Kaiser
618,05f468daf7c47045416e,possibly,,Norway,Paul Güssfeldt
619,05f8831db2d54e49f397,mentioned on object,print maker,Amsterdam,Abraham Rademaker
620,05faa362bf14031779f9,,,England,anonymous
621,05fda6554bea77f756de,mentioned on object,,,George Washington Wilson
622,0601ca88917aac924e33,,painter,Holland,anonymous
623,0602cc6669c7708099d4,,,unknown,anonymous
624,0604cc2406090b70b7ad,workshop of,print maker,Amsterdam,Bernard Picart
625,06098a2388b406454133,,print maker,Amsterdam,Henricus Wilhelmus Couwenberg
626,060b26870762f7dc1624,attributed to,,Java,Woodbury & Page
627,0615f88254bcce72d2ba,mentioned on object,print maker,Amsterdam,Wouter Johannes van Troostwijk
628,061aa75fb47a28f66104,mentioned on object,,,G. Lekegian & Co.
629,061d606e8150917707ab,,,,Boëtius Adamsz. Bolswert
630,06238792ac69ae7ac1ca,,print maker,Antwerp,Johann Sadeler (I)
631,06252b33ee4f472c66c9,attributed to,,Brussels,Louis Igout
632,0625ae596466e72b7efb,workshop of,painter,,Paulus Moreelse
633,062aef97a67f7b2ab2eb,,,Suriname,Willem Diepraam
634,062fbea3f75f6b835de5,possibly,,,O. Hisgen & Co.
635,063163f4fd05d2d9b8bd,,print maker,Germany,anonymous
636,06350bf9a220f7df2b5b,,painter,,Rachel Ruysch
637,0635a20ecb2eeceed114,,painter,,Isaac Israels
638,063752a4d92585dac03d,,,,anonymous
639,0637a9630b32e6f8ab7e,mentioned on object,,,anonymous
640,063939761a13505e8b67,,print maker,Netherlands,anonymous
641,063e7c9e93bfbfb9a4a7,mentioned on object,print maker,Paris,Gabriel Huquier
642,063e7c9e93bfbfb9a4a7,mentioned on object,,,Juste Aurèle Meissonnier
643,06469a7022e574fd01fa,,,Netherlands,Jacob Olie jr.
644,0647c9b75d38bf6d88f3,,painter,,Frederik van Valckenborch
645,064953ed38bac4a86eae,,print maker,,Johann Theodor de Bry
646,064c529c3f822f28ff32,mentioned on object,,Naples,Giorgio Sommer
647,064d1b60919764cb89ff,,,Suriname,Théodore van Lelyveld
648,064ef860f95423167731,mentioned on object,print maker,,Aegidius Sadeler
649,064fc8c5af6dc9b9a025,,print maker,,Pieter Nolpe
650,064fcd97fa2b7b60e9b7,,print maker,,anonymous
651,06524cb3bd4b067bc027,,,,Charles Thurston Thompson
652,06539942f695e00a9181,mentioned on object,print maker,Antwerp,Schelte Adamsz. Bolswert
653,0656b4c350acde90f71b,,,,anonymous
654,065a6c09b8bec13b8a1f,attributed to,,Venice,Johanna Margaretha Piek
655,065a799311ad9020b5c8,,,,V. Chevallier (Vincent)
656,065af8278e37e15a9717,mentioned on object,print maker,Antwerp,Schelte Adamsz. Bolswert
657,065e894ec33cb872f9ee,,print maker,Amsterdam,Claes Jansz. Visscher (II)
658,0664fcda814cb7078983,,,,George Washington Wilson
659,06652296686fd5c4899f,,painter,,Jean Augustin Daiwaille
660,0666a58ab415a68788e8,,painter,,Cornelis van der Voort
661,0666e03b0fe485b7f12b,,,Rotterdam,anonymous
662,066c7adb38ab3a8140b9,,print maker,Antwerp,Theodoor van Thulden
663,067278bd6f463d8c5bbc,mentioned on object,,Netherlands,Romeyn de Hooghe
664,0672dbc5f46db9dc10e0,,painter,,Charles-François Daubigny
665,0673f3810fe96e0c175a,mentioned on object,,Arnhem,J.S.J. de Jongh
667,0674dc187e7a7aebc006,possibly,,,A.J.M. Mulder
666,0674dc187e7a7aebc006,attributed to,,,anoniem (Monumentenzorg)
668,06756120129799b588e0,signed by artist,,Amsterdam,Cornelis Ploos van Amstel
669,0676059ed7a3d6307a5f,,,,anonymous
670,06798a2516cd63f20761,,,,A.A. Cohner
671,067b50c06cfdb00de356,,painter,,Otto van Veen
672,067f74cd4be8b56771f3,,painter,Low Countries,Philip Schey
673,06832330709fe76951df,,,,unknown
674,06840ff3118e3377025a,mentioned on object,print maker,,Raphaël Sadeler (I)
675,0685d7669679c0203bbc,mentioned on object,print maker,Rotterdam,Theodorus de Roode
676,068654231b78cd20e90b,mentioned on object,,Vienna,Josef Löwy
677,068679217a5747ac1161,workshop of,print maker,Amsterdam,Bernard Picart
678,068c29ffc2db106e7a9a,,,,Maurits Verveer
679,06905201c2635c4bb8cd,,,Germany,Waldemar Titzenthaler
680,069aa635d67c31ff9420,,print maker,Netherlands,Romeyn de Hooghe
681,069bcb66321e6c24565e,,print maker,France,anonymous
682,069ca0c683e3ac68b764,,,,Geldolph Adriaan Kessler
683,069d0d817f59b175ea5e,,print maker,Italy,Carlo Lasinio
684,06a15ce534f9ac9ba91d,,print maker,Northern Netherlands,anonymous
685,06a9dead5c5889b3bf2e,mentioned on object,print maker,,Gijsbert van Veen
686,06ac4602054c491cd96d,,print maker,,Aegidius Sadeler
687,06aeeea2768feb493192,,,The Hague,anonymous
688,06b0ee9a01dcfce5cb24,,,Paris,G. Dangereux
689,06b121a4c4b4f945b50a,,,France,anonymous
690,06b1b04516ff6e51cd03,,print maker,Northern Netherlands,anonymous
691,06b1ce89d0d4b758178f,mentioned on object,print maker,Haarlem,Hendrick Goltzius
692,06b1da3ddff2059c2899,manner of,painter,,Willem Wissing
693,06b6e6850666f98bf210,,,,Willem Diepraam
694,06bc604fd7c8379f43ff,,,unknown,anonymous
695,06bcccab84b0553f6b33,,painter,Netherlands,Richard Nicolaüs Roland Holst
696,06bebde23d1c2fb7fc94,mentioned on object,,Spain,Charles Clifford
697,06c5d522fe30e0b13aba,mentioned on object,,Amsterdam,Friedrich Carel Hisgen
698,06c607d2f3eeaf821c16,attributed to,,,anoniem (Monumentenzorg)
699,06c607d2f3eeaf821c16,possibly,,,A.J.M. Mulder
700,06c72da45262a3232f67,mentioned on object,,Netherlands,Richard Tepe
701,06c777100371ddfc645e,attributed to,,Rotterdam,J. Nolte
702,06c9659aa1c78b6a3028,,print maker,Amsterdam,Daniël Veelwaard (I)
703,06ca590d851454d54d0b,mentioned on object,,Bruges,Victor Daveluy
704,06cd64570e8423d3c7c9,,,Haarlem,Binger & Chits
