name,place_of_birth,date_of_birth,date_of_death,place_of_death,nationality
Jean Jacques André Le Veau,Rouen,1729,1786,Parijs,
Jean Jacques Antoine van Winsen,Amsterdam,1851-04-01,1927-02-11,Utrecht,
Jean Joseph Baléchou,Arles,1716,1764-08-18,Avignon,
Jean Leclerc,Nancy,1587,1633-10-20,Nancy,
Jean Louis Demarne,Brussel,1754-03-07,1829-03-24,Parijs,
Jean Marie Pernelle,,1856-02-27,,,
Jean Moyreau,Orléans,1690-01-16,1762-10-26,Parijs,
Jean Perrissin,Lyon,1538,1611,,
Jean Pierre Emanuel Lampué,,,,,
Jean Rougeot de Briel,Cantal,1795-04-28,1871-09-06,Elbeuf,
Jean Sena,,,1679-11-13,,
Jean Simon Guyard,Frankrijk,1792,1851,,
Jean Toutin,Châteaudun,1578,1644-06-14,Parijs,
Jean Vaillant,Lille,1627-08-19,1668,,
Jean-Baptiste Frenet,,1814,1889,,
Jean-Baptiste Greuze,Tournus,1725-08-21,1805-03-21,Parijs,
Jean-Baptiste Guyard,Parijs,1787,1831,Parijs,
Jean-Baptiste Tilliard,,1740,1813-08-30,Parijs,
Jean-Baptiste Van Eycken (1800-1861),Brussel,1800,1861,Brussel,
Jean-Baptiste Van der Hulst,Leuven,1790-03-22,1862-05-16,Brussel,
Jean-Baptiste de Champaigne,Brussel,1631-12-10,1681-10-27,Parijs,
Jean-Charles Langlois,,,,,
Jean-Etienne Liotard,Genève,1702-12-22,1789-06-12,Genève,
Jelle Christiaan Puist,Leeuwarden,1873-06-21,1900-01-12,Leeuwarden,
Jeremias Falck,Gdansk,1609,1677-02-07,,
Jeronimus Becx (II),,,,,
Jeronymus van Diest (II),Den Haag,1631,1677,Den Haag,
Jheronimus Bosch,'s-Hertogenbosch,1450,1516,'s-Hertogenbosch,
Joachim Bueckelaer,Antwerpen,1530,,Antwerpen,
Joachim Wtewael,Utrecht,1566,1638-08-01,Utrecht,
Joachim von Sandrart (I),Frankfurt am Main,1606-05-12,1688-10-14,Neurenberg,
Joan Berg,Amsterdam,1851,1935-08-13,'s-Graveland,
Joan Berwinckel,,,,,
Joan Luder à Wolfgang,Amsterdam,1673,1737,,
Joannes Barnardus Antonius Maria Westerwoudt,Amsterdam,1849-12-20,1906-04-02,Arnhem,
Joannes Bemme,Rotterdam,1775-09-05,1841-09-15,Den Haag,
Joannes Echarius Carolus Alberti,Maastricht,1777,1850,,
Joannes Fijt,Antwerpen,1611,1661-09-11,Antwerpen,
Joannes Hulstkamp,Rotterdam,1759-07,1786,,
Joannes Josephus Wolff,Rotterdam,1779-09-10,1830,Rotterdam,
Joannes de Jongh,,1640,,,
Joannes van Doetechum (I),Deventer,1532,1605-03-06,Haarlem,
Joannes van de Berg,,,,,
Joannes van den Sande,,,,,
Job Adriaensz Berckheyde,,1630-01-27,1693-11-23,Haarlem,
Jodocus Hondius (I),Wacken,1563,1612-02-12,Amsterdam,
Joh. H. Holm,Amsterdam,1870-02-11,1955-01-25,Amsterdam,
Joh. Laifle,,,,,
Johan Adolph Rust,Amsterdam,1828-04-13,1915-07-27,Amsterdam,
Johan Barthold Jongkind,Lattrop,1819-06-03,1891-02-09,La Côte-Saint-André,
Johan Bernard Scheffer,Hamburg,1765,1809-06-30,Amsterdam,
Johan Christiaan Reesinck,,1838-03-23,1922-04-05,,
Johan Christian Clausen Dahl,Bergen,1788-02-24,1857-10-14,Dresden,
Johan Christoffel Schultsz,Amsterdam,1749-11-06,1812-01-06,Amsterdam,
Johan Conrad Greive,Amsterdam,1837-04-02,1891-05-14,Amsterdam,
Johan Daniël Koelman,Den Haag,1831-12-30,1857-03-16,Den Haag,
Johan George Collasius,,,,,
Johan Heinrich Neuman,Keulen,1819-01-07,1898-04-14,Den Haag,
Johan Hendrik Weissenbruch,Den Haag,1824-06-19,1903-03-24,Den Haag,
Johan Jakob Biedermann,Winterthur,1763-10-07,1830-04-10,Aussersihl,
Johan Pietersz. Schoeff,Antwerpen,1609,1686,Bergen op Zoom,
Johan de Lagoor,Gorinchem,1625,1660,,
Johan de la Rocquette,,1640,1694,Den Haag,
Johan van Diest,,,,Londen,
Johann Andreas Benjamin Nothnagel,Buch,1729-03,1804-12-22,Frankfurt am Main,
Johann Beheim,,1730,1770,,
Johann Carl Loth,München,1632-08-08,1698-10-06,Venetië,
Johann Christian Reinhart,Hof (Duitsland),1761-01-24,1847-06-09,Rome,
Johann Christian Vollerdt,Leipzig,1708,1769-07-27,Dresden,
Johann Cimbal,Wagstadt,1722,1795-12-27,Wenen,
Johann Ernst Heinsius,Ilmenau,1740-02-07,1812-05-19,Orléans,
Johann Esaias Nilson,Augsburg,1721-11-02,1788,Augsburg,
Johann Friedrich August Tischbein,Maastricht,1750-03-09,1812-06-21,Heidelberg,
Johann Friedrich Gottlieb Unger,Berlijn,1755,1804-12-26,Berlijn,
Johann Friedrich Grueber,,,,,
Johann Friedrich Stiehm,,1826-02-22,1902-07-20,Berlijn,
Johann G. M,,,,,
Johann Georg Hameter,Duitsland,1838-09-29,1885-01-02,Dordrecht,
Johann Georg Schwartze,Amsterdam,1814-10-20,1874-08-29,Amsterdam,
Johann Georg Ziesenis,Kopenhagen,1716,1776-03-04,Hannover,
Johann Heinrich Maria Hubert Rennefeld,Neuss,1832-07-18,1877-12-03,Amsterdam,
Johann Heinrich Martin Bosse,,1838-09-19,1901-12-08,Twello,
Johann Heinrich Schönfeld,Biberach an der Riß,1609-03-23,1684,Augsburg,
Johann Heinrich Schönscheidt,,1835,1903,,
Johann Melchior Roos,Heidelberg,1663,1731,Braunschweig,
Johann Philipp Behr,,,1756,,
Johann Pörtzgen,Hagen,1857-12-01,,,
Johann Sadeler (I),Brussel,1550,1600-08,Venetië,
Johann Schäfer,,1822,,,
Johann Theodor de Bry,Luik,1561,1623,Frankfurt am Main,
Johann Valentin Tischbein,Haina,1715-12-11,1768-04-24,Hildburghausen,
Johann Wilhelm Baur,Straatsburg,1607-05-31,1642-02,Wenen,
Johann Wilhelm Kaiser (I),Amsterdam,1813-01-05,1900-11-29,Leiden,
Johann Wilhelm Meil (der Jüngere),Altenburg,1733-10-23,1805-02-02,Berlijn,
Johann von Petz,,,,,
Johanna Margaretha Piek,Amsterdam,1870-06-21,1947-06-05,Amsterdam,
Johannes Adrianus van der Drift,Den Haag,1808,1883-03-21,Weert,
Johannes Arnoldus Boland,Geesteren,1838-12-19,1922-12-30,Amsterdam,
Johannes Baer,Frankfurt am Main,1840-01-31,1912-06-12,Wiesbaden,
Johannes Borman,Den Haag,,1659,Amsterdam,
Johannes Bosboom,Den Haag,1817-02-18,1891-09-14,Den Haag,
Johannes Christiaan Bendorp,Dordrecht,1766-01-01,1849-11-13,Dordrecht,
Johannes Christiaan Janson,Leiden,1763-03-17,1823-10-17,Den Haag,
Johannes Christiaan Karel Klinkenberg,Den Haag,1852-01-14,1924-04-23,Den Haag,
Johannes Christiaan Schotel,Dordrecht,1787-11-11,1838-12-21,Dordrecht,
Johannes Condet,,1711-05-25,1781-10-11,,
Johannes Cornelisz. Verspronck,Haarlem,1603,1662-06-30,Haarlem,
Johannes Daniël Susan,Den Haag,1823-07-04,1843-03-14,Den Haag,
Johannes Dircksz. van Oudenrogge,Leiden,1622,1653-11-07,Haarlem,
Johannes Ephraim,Den Haag,1838-06-26,1921-11-13,Soest (Utrecht),
Johannes Everhardus Rijnboutt,Utrecht,1839-07-12,1900-10-25,Assen,
Johannes Evert Akkeringa,Bangka,1861-01-17,1942-04-12,Amersfoort,
Johannes Franciscus Hennequin,Amsterdam,1850-11-30,1925-12-21,Amsterdam,
Johannes Franciscus Hoppenbrouwers,Den Haag,1819-04-16,1866-07-17,Den Haag,
Johannes Frederik Hulk,Amsterdam,1829-01-09,1911-06-12,Haarlem,
Johannes G.H. Beelenkamp,Amsterdam,1872-06-19,1912-12-09,Oegstgeest,
Johannes Gerardus Kramer,Groningen,1845-12-10,1903-12-04,Groningen,
Johannes Gijsbert Vogel,Hooge Zwaluwe,1828-12-25,1915-05-15,Velp,
Johannes Glauber,Utrecht,1646,1726,Schoonhoven,
Johannes Hannot,,1633,1684,,
Johannes Hari (I),Den Haag,1772-10-24,1849-10-07,Den Haag,
Johannes Hendrik van West,Den Haag,1803-09-30,1881-02-22,Den Haag,
Johannes Hendrikus Kramer,Utrecht,1846-05-04,1901-08-19,Utrecht,
Johannes Hinderikus Egenberger,Arnhem,1822-04-22,1897-05-14,Utrecht,
Johannes Hubertus Leonardus de Haas,Hedel,1832-03-25,1908-08-06,Königswinter,
Johannes Hubertus Reygers,Gorinchem,1767-05-01,1849-03-11,Middelburg,
Johannes Huibert Prins,Den Haag,1757-06-08,1806,Utrecht,
Johannes Jacobsz van den Aveele,Amsterdam,1655,1727-05-18,Zweden,
Johannes Jaeger,,1832,1908,,
Johannes Janson,Ambon,1729-04-17,1784-08-01,Leiden,
Johannes Jelgerhuis,Leeuwarden,1770-09-24,1836-10-06,Amsterdam,
Johannes Körnlein,,,1772,Amsterdam,
Johannes Laurens Theodorus Huijsen,Haarlem,1852-08-21,1910-03-07,Hoorn,
Johannes Leemans,,1633,1686,Den Haag,
Johannes Leonardus van der Heijden,Amsterdam,1856-11-20,1937-06-07,Baarn,
Johannes Lingelbach,Frankfurt am Main,1622,1674,Amsterdam,
Johannes Lutma (1624-1689),Amsterdam,1624-09-01,1689-11-11,Amsterdam,
Johannes Maria Petrus Antonius Huijsen,Hoorn,1877-06-29,1959-09-21,Vlaardingen,
Johannes Natus,,,,,
Johannes Petrus van Horstok,Overveen,1745-04-01,1825-03-20,Haarlem,
Johannes Pieter de Frey,Amsterdam,1770,1834,Parijs,
Johannes Reekers (Sr.),Haarlem,1790-01-08,1858-11-29,Haarlem,
Johannes Rentiers,,,,,
Johannes Robertus Post Brants,Amsterdam,1811-04-01,1848,,
Johannes Sadeler (II),,,1665,München,
Johannes Schoenmakers,Dordrecht,1755-11-01,1842-06-04,Dordrecht,
Johannes Spilberg (II),Düsseldorf,1619-04-30,1690-08-10,Düsseldorf,
Johannes Steyn,Amsterdam,1805-11-30,1840-12-18,Amsterdam,
Johannes Stroebel,Den Haag,1821-11-23,1905-08-21,Leiden,
Johannes Tangena (16e en 17e eeuw),,,,,
Johannes Tavenraat,Rotterdam,1809-03-20,1881-04-02,Rotterdam,
Johannes Torrentius,Amsterdam,1589,1644-02-17,Amsterdam,
Johannes Valdor (I),Luik,1580,1640,,
Johannes Valdor (II),Luik,1616,1670,Parijs,
Johannes Vermeer,Delft,1632-10-31,1675-12-15,Delft,
Johannes Vinckboons,Amsterdam,1617,1670,Amsterdam,
Johannes Vollevens (I),Geertruidenberg,1649,1728,Den Haag,
Johannes Voorhout (I),Uithoorn,1647-11-11,1723-05-12,Amsterdam,
Johannes Warnardus Bilders,Utrecht,1811-08-18,1890-10-29,Oosterbeek,
Johannes Wierix,Antwerpen,1549,1618,Antwerpen,
Johannes Wilhelmus Franciscus Offenberg,Amsterdam,1839-02-01,1919-05-29,Heemstede,
Johannes de Broen (I),,1649-09-12,,,
Johannes de Ram,Amsterdam,1648-06-18,1693-05-15,Amsterdam,
Johannes of Lucas van Doetechum,,,,,
Johannes van Dregt,,1737-11-14,1807-10-12,Amsterdam,
Johannes van Swinderen,Zutphen,1594-10-06,1636-08-08,Zutphen,
Johannes van Wijckersloot,Utrecht,1630,1687-11-04,Amsterdam,
John Adams Whipple,Grafton,1822,1891,Boston,
John Bateman,,,,,
John Beattie,,,,,
John George Kirby,,1849,1913,,
John Greenwood,Boston,1727-12-07,1792-09-15,Margate,
John Ingram,Londen,1721,1767,,
John Jabez Edwin Mayall,Manchester,1813-09-17,1901-02-06,Brighton (Sussex),
John Macallan Swan,Old Brentford,1847-12-09,1910-02-14,St Helens,
John Muir Wood,,1805,1892,,
John Patrick,Fife,1831,1923,Fife,
John Pine,Londen,1690,1756-05-04,Londen,
John Riley,Londen,1646,1691,Londen,
John Smith (prentmaker/ uitgever),Daventry,1664,1743,Northampton,
John Thomson,Edinburgh,1837-06-14,1921-09-30,Londen,
John Watkins,,,,,
John Werge,,,,,
John and Charles Watkins,,,,,
Johnston & Hoffmann,,,,,
Jonas Umbach,Augsburg,1624,1693-04-28,Augsburg,
Jonas Zeuner,Kassel,1727-11-07,1814,Amsterdam,
Joop Siedenburg,,1875,1961,,
Joos de Momper (II),Antwerpen,1564,1635-02-05,Antwerpen,
Joos van Cleve,Kleef,1490,1541,Antwerpen,
Joos van Winghe,Brussel,1544,1603-12-18,Frankfurt am Main,
Joost Cornelisz. Droochsloot,Utrecht,1586,1666-05-14,Utrecht,
Joost van Geel,Rotterdam,1631-10-20,1698-12-31,Rotterdam,
Joost van Sassen,,1755,,,
Joris van Schooten,Leiden,1587,1652,Leiden,
Joris van Son,,1623,1667,,
Joris van der Haagen,Dordrecht,1615,1669-05-23,Den Haag,
Jose Maria Mora,,1849,,,
Josef Borsos,,,,,
Josef Löwy,,1835,1902,,
Josef Salomon,,,,,
Josep Esplugas Puig,,,,,
Joseph Albert,München,1825-03-05,1886-03-05,München,
Joseph Duplessis,Carpentras,1725-09-22,1802-04-01,Versailles,
Joseph Dupont,,1818,1901,,
Joseph Désiré Court,Rouen,1797-09-14,1865-01-23,Parijs,
Joseph Emery-Dufour,Albertville,1820-06,1869-11-25,Dijon,
Joseph Hartogensis,'s-Hertogenbosch,1822-05-07,1865-07-16,Düsseldorf,
Joseph Higby,Middlesex,1834,,,
Joseph I Fratrel,Épinal,1730,1783-05-15,Mannheim,
Joseph Jessurun de Mesquita,Amsterdam,1865-09-07,1890-04-01,Amsterdam,
Joseph Kirsch,,1826,,,
Joseph Kirsch Fils,Luik,1837,,,
Joseph Lawton,,,,,
Joseph Maes,Gent,1838,1908,Antwerpen,
Joseph Moerenhout,Ekeren,1801-05-03,1874-06-11,Antwerpen,
Joseph Mulder,Amsterdam,1658-01-11,1718,,
Joseph Norris,,,,,
Joseph Paelinck,Oostakker,1781-03-20,1839-06-19,Brussel,
Joseph Pierre Vianey,Nantes,1731,1765,Middelburg,
Joseph Tairraz,,1827,1902,,
Joseph Toussaint le Roch,,,,,
Joseph Vivien,Lyon,1657,1735-12-05,Bonn,
Joseph van Bredael,Antwerpen,1688,1739,Parijs,
Joseph-Denis Odevaere,Brugge,1778-12-24,1830-02-26,Brussel,
Josephus Augustus Knip,Tilburg,1777-08-03,1847-10-01,Berlicum,
Josephus Hendrikus Petrus Coppens,Zeist,1864-03-10,1941-01-28,Hilversum,
Joshua Smith,,,,,
Josse de Pape,,,1646,Rome,
Jouve,,,,,
Jozef Israëls,Groningen,1824-01-27,1911-08-12,Den Haag,
Jozef Van Ruyssevelt,Bazel,1941-05-29,1985,Essen,
Juan Bautista Martínez del Mazo,Cuenca,1612,1667-02-10,Madrid,
Juan Carreño de Miranda,Avilés,1614,1685,Madrid,
Juan Dolívar,Zaragoza,1641,1701,Parijs,
Juan Laurent,,1816,1896,Madrid,
Juan van Noort,,,1652,Madrid,
Judith Leyster,Haarlem,1609-07-28,1660-02-10,Heemstede,
Jules Delsart,,1844,1913,,
Jules Dupré,Nantes,1811-04-15,1889-10-06,L'Isle-Adam,
Jules Garette,,,,,
Jules Géruzet (fotograaf),Braine,1817-03-30,1874-12-23,Braine,
Jules Hippolyte Queval,,1824,,,
Jules Joseph Dubois,,1842-03-11,,,
Jules Ordinaire,,,,,
Julia Margaret Cameron,Kolkata,1815-06-11,1879-01-26,Kalutara,
Julien Joseph Ducorron,Ath,1770-11-15,1848-03-28,Ath,
Julius Cornelius Schaarwächter,Amsterdam,1847,1904,Berlin,
Julius Gertinger,Hongarije,1834,1883-06-22,Wenen,
Julius Heinrich Hisgen,Utrecht,1875-08-31,1957-09-05,,
Julius Henricus Quinkhard,Amsterdam,1734-12-11,1795-05-30,Amsterdam,
Julius Jacobus van de Sande Bakhuyzen,Den Haag,1835-06-18,1925-10-21,Den Haag,
Julius Perger,,,,,
Julius Schaarwächter,Wuppertal,1821-07,1891-02-04,Apeldoorn,
Juriaen Jacobsz.,Hamburg,1626,1685,Leeuwarden,
Jurjen de Jong,Harlingen,1807-10-07,1890-05-07,Harlingen,
Jurriaan Andriessen,Amsterdam,1742-06-12,1819-07-31,Amsterdam,
Jusepe de Ribera,Játiva,1591,1652,Napels,
Juste Aurèle Meissonnier,Turijn,1693,1750-07-31,Parijs,
Juste Nathan François Boucher,Parijs,1736,1782-01,,
Justus Sadeler,Antwerpen,1583,,Leiden,
Jürgen Ovens,Tönning,1623,1678-12-09,Friedrichstadt,
K. Karsen jr.,Amsterdam,1852-02-25,1935-01-01,Rijswijk,
Kaiser,,,,,
Kameke,,,,,
Kamisaka Sekka,Kioto,1866,1942,,
Kannemans & Zoon,,,,,
Karel Appel,Amsterdam,1921-04-25,2006-05-03,Zürich,
Karel Batist,,,,,
Karel Frederik Bombled,Amsterdam,1822,1902-01-04,Chantilly,
Karel Hagenbeek,Gent,1780,,,
Karel Slabbaert,Zierikzee,1618,1654-11-06,Middelburg,
Karel du Jardin,Amsterdam,1626-09-27,1678-11-20,Venetië,
Karel van Falens,,1683-11-24,1733-05-27,Parijs,
Karel van Mallery,Antwerpen,1571-07-13,1635,,
Karel van Mander (I),Meulebeke,1548-05,1606-09-11,Amsterdam,
Karl Boos,,,,,
Karl Friedrich Schinkel,Neuruppin,1781-03-13,1841-10-09,Berlijn,
Karl Russ,Wenen,1779-08-11,1843-09-19,Wenen,
Karol Divald,Chemnitz,1830-11-10,1897-11-07,Boedapest,
Karst Tjallings,,,,,
Kasamatsu Shirô,,1898,1991,,
Kaspar Frans de Rees,Roermond,1690,,,
Kasparus Karsen,Amsterdam,1810-04-02,1896-07-24,Bieberich,
Kassian Céphas,Jogjakarta,1845,1912-11-16,Jogjakarta,
Kate Bisschop-Swift,Londen,1834-04-06,1928-05-16,Den Haag,
Katsushika Hokusai,Honjo Warigesui,1760-10-12,1849-05-10,Asakusa,
Katsushika Hôtei Hokuga,,1780,1856,,
Katsushika Taito II,,,,,
Kawase Hasui,,1883,1957,,
Keisai Eisen,Edo,1790,1848,,
Kerstiaen de Keuninck,Kortrijk,1561,1635,Antwerpen,
Kessel (B.?) van,,,,,
Keystone View Company,,,,,
Kilburn,,,,,
Kitao Shigemasa,,1739,1820,,
Knud Knudsen,Odda,1832-01-03,1915-05-21,,
Koos Breukel,Den Haag,1962,,,
Kornelis Douwes Teenstra,Ruigezand,1813,1873,Groningen,
Kornelis Willem Schorteldoek,Utrecht,1800-08-03,1885-03-12,Gorinchem,
Kramer,,,,,
Krystyna Ziach,Krakau,1953-06-13,,,
Kubota Shunman,,1757,1820,,
"Kunisada (I) , Utagawa",,1786,1865,,
Kunstverlag Lautz,,,,,
L. Cairol,,,,,
L. Cayrol,,,,,
L. Gamberth,,,,,
L. Heldring,,,,,
L. Nicolas,,,,,
L. Sommerau,,,,,
L. Subercaze,,,,,
L. Thoyot,,,,,
L.J. Woutersin,,,,,
Lafon,,,,,
Lala Din Dayall,Uttar Pradesh,1844,1905,Mumbai,
Lamazouère,,,,,
Lambert Cornelisz.,,,,,
Lambert Doomer,Amsterdam,1624,1700-07-02,Amsterdam,
Lambert Jacobsz,Amsterdam,1599,1636-06-24,Leeuwarden,
Lambert Lombard,Luik,1506,1566,Luik,
Lambert Sustris,Amsterdam,1515,1591,Venetië,
Lambert de Hondt (II),,,,,
Lambertus Antonius Claessens,Antwerpen,1763-11-21,1834-10-06,Rueil-Malmaison,
Lambertus Hendrik van Berk,,1869,1950,,
Lambertus Jansz. de Hue,,1623,1681-02-14,Amsterdam,
Lambertus Johannes Hansen,Staphorst,1803-08-12,1859-08-21,Amsterdam,
Lambertus Lingeman,Amsterdam,1829-04-26,1894-10-10,Abcoude,
Lambertus Martinus Delboy,Den Haag,1840-05-30,1891-12-06,Den Haag,
Landsberghs,,,,,
Laura Theresa Alma Tadema (Lady),Londen,1852-04,1909-08-15,Engeland,
Laurens Scherm,Amsterdam,1671,1702-11-13,Amsterdam,
Laureolli,,,,,
Lazzaro Baldi,Pistoia,1624,1703,Rome,
Leandro Bassano,Bassano del Grappa,1557-06-10,1622-04-15,Venetië,
Leendert Overbeek,Haarlem,1752-04-15,1815-03-24,Haarlem,
Leon A. van Weijderveldt,Brugge,1814-06-05,1888-08-21,Amsterdam,
Leonaert Bramer,Delft,1596-12-24,1674-02-10,Delft,
Leonard Stollenwerk,Aken,1829-09-24,1910-07-22,Haarlem,
Leonard Vlaanderen,,,,,
Leonard de Koningh,Londen,1810-09-29,1887-02-17,Dordrecht,
Leonard ten Hagen,Amsterdam,1838-03-24,1876-03-05,Amsterdam,
Leonardus Valck,Londen,1675,1755-06-19,Amsterdam,
Leonida Caldesi,Florence,1823,1891,Bologna,
Leopold Haase und Comp.,Mecklenburg-Voor-Pommeren,1831,1901,,
Leroux,,,,,
Lewis Carroll,Cheshire,1832-01-27,1898-01-14,Guildford,
Lewis Wickes Hine,Oshkosh,1874,1940,Hastings-on-Hudson,
Libreria Spithöver,,,,,
Lieve Pietersz. Verschuier,Gorinchem,1623-03-05,1686-12-17,Rotterdam,
Lieven Mehus,Oudenaarde,1630,1691-08-07,Florence,
Linnaeus Tripe,,1822,1902,,
Lodewijk Hendrik Arends,,,,,
Lodewijk Hendrikus Serré,Rotterdam,1847-03-19,1897-04-28,Utrecht,
Lodewijk Toeput,Antwerpen,1550,1603,Treviso,
Lodewijk van de Winkel,Maastricht,1856-09-10,1919-10-18,Rotterdam,
Lodewijk van der Helst,Amsterdam,1642-02-02,1683,,
Lodovico Mazzolino,Ferrara (stad),1480,1528,Ferrara (stad),
Loisel,,,,,
London and Continental Photographic Copying Company,,,,,
Lorenzo Costa,Ferrara (stad),1460,1535-03-15,Mantua,
Lorenzo Monaco,Siena,1371,1425,,
Lorenzo di Niccolò,,,,,
Loscher und Peltsch,,,,,
Louis,,,,,
Louis Adrien Alexandre Perrin,Den Haag,1837,1890,Amsterdam,
Louis Apol,Den Haag,1850-09-06,1936-11-22,Den Haag,
Louis Baudart,Reims,1828-08-04,,,
Louis Bernard Coclers,Luik,1741,1817-04-20,Luik,
Louis Caudevelle,,1834-04-27,1890-12-12,Boulogne-sur-Mer,
Louis Cherbuin,Bazel,1810,1875,Milaan,
Louis Crette,,,,,
Louis Demay,,,,,
Louis Desplaces,Parijs,1682,1739,Parijs,
Louis Désiré Dupont,Deux-Sèvres,1825-01-09,1878-12-08,Poitiers,
Louis Huguet,Nîmes,1840-10-26,1877-06-28,,
Louis Igout,,,,,
Louis Johan Cordes,Steenwijk,1853-04-16,,,
Louis Marie Colas,Rennes,1841-02-14,1896-02-05,Rennes,
Louis Martinet,Parijs,1810,1894-12,,
Louis Meijer,Amsterdam,1809-03-09,1866-03-31,Utrecht,
Louis Mettling,Dijon,1847,1904,Neuilly-sur-Seine,
Louis Moritz,Den Haag,1773-10-29,1850-11-22,Amsterdam,
Louis Oskar Grienwaldt,,,,,
Louis Patru,Champel,1871-01-01,1905-05-27,Genève,
Louis Robert Werner,,1834,1896,Amsterdam,
Louis Storm van 's-Gravensande,Vorden,1861-06-16,1930-06-03,Den Haag,
Louis Surugue,Parijs,1686,1762-10-08,Grand-Vaux,
Louis Tocqué,Parijs,1696-11-19,1772-02-10,Parijs,
Louis Wegner,Frankenthal,1817,1864-11-13,Amsterdam,
Louis de Caullery,,1579,1621,,
Louis de Châtillon,Sainte-Menehould,1639,1734-04-28,Parijs,
Louis de Moni,Breda,1698-03-02,1771-09-14,Leiden,
Louis de Necker,,,,,
Louis-Auguste Bisson,Parijs,1814,1876,Parijs,
Louis-Michel Dumesnil,,1680,1746,,
Louis-Rémy Robert,Parijs,1811,1882,Sèvres,
Louise Laffon,,,,,
Lourens Alma Tadema,Dronrijp,1836-01-08,1912-07-25,Wiesbaden,
Louwrens Hanedoes,Woudrichem,1822-07-14,1905-02-09,Woudrichem,
Luca Carlevarijs,Udine,1663-01-20,1730-02-12,Venetië,
Luca Giordano,Napels,1632-10-18,1705-01-12,Napels,
Luca Signorelli,Cortona,1441,1523-10-16,Cortona,
Luca di Tommè,,1330,1389,,
Lucas Cranach (I),Kronach,1472,1553-10-16,Weimar,
Lucas Cranach (II),Wittenberg,1515,1586-01-25,Weimar,
Lucas Franchoys (II),Mechelen,1616,1681-04-03,Mechelen,
Lucas Vorsterman (I),Zaltbommel,1595,1675,Antwerpen,
Lucas van Leyden,Leiden,1494-06,1533-08,Leiden,
Lucas van Valckenborch,Leuven,1535,1597-02-02,Frankfurt am Main,
Ludolf Bakhuysen,Emden,1631,1708-11-17,Amsterdam,
Ludolf de Jongh,Overschie,1616,1679-05-27,Hillegersberg,
Ludovico Carracci,Bologna,1555,1619-11-13,Bologna,
Ludovico Tuminello,,1824,1907,,
Ludwig Angerer,,1827-08-15,1879-05-12,Wenen,
Ludwig Brade,,,,,
Ludwig Gottlieb Portman,Darmstadt,1772-06-14,1828,Bussum,
Ludwig Michalek,Timisoara,1859-04-13,1942-09-24,Wenen,
Ludwig Richter,Dresden,1803-09-28,1884-06-19,Dresden,
Ludwig Schaller,,1824-03-15,1871-04-08,,
Lyon Cerf,Metz,1837,,,
László Moholy-Nagy,Bacsborsod,1895-07-20,1946-11-24,Chicago,
Léon & Lévy,,,,,
Léon Bichon,,1859-07-23,,,
Léon Cremière,Parijs,1831,1913,,
Léon Gaucherel,Parijs,1816,1886-01-07,Parijs,
Léon-Victor Dupré,Limoges,1816-06-18,1897-11-01,Parijs,
M. Boisdon,,,,,
M. Endres,,,,,
M. Finck,,,,,
M. Foppen,,,,,
M. Frankenstein & Co.,,,,,
M. Germann,,,,,
M. H. Fontès,,,,,
M. Loebell,,,,,
M. Ruef,,,,,
M.J. Stelma Oz.,,,,,
Maarten van Heemskerck,Heemskerk,1498,1574,Haarlem,
Macrino d' Alba,,1470,1528,,
Maerten Stoop,Rotterdam,1622,1647,Utrecht,
Maerten de Vos,Antwerpen,1532,1603-12-04,Antwerpen,
Maes & Michaux,,,,,
Magdalena Roghman,Amsterdam,1637,1669,,
Magdalena van de Passe,Keulen,1600,1638-01-22,Utrecht,
Maillet,,,,,
Major Francis Gresley,,1807,1880,,
Manuel Herrero,,,,,
Marc Antoine Gaudin,,,,,
Marcantonio Bellavia,,,,,
Marcantonio Raimondi,,1482,1534,,
Marcel Gustave Laverdet,,,,,
Marcello Fogolino,,1470,1550,Vicenza,
Marcello Venusti,Como,1515,1579-10-14,Rome,
Marcellus Kertson,,,,,
Marco dell'Angolo del Moro,,,,,
Marcus Gheeraerts (I),Brugge,1520,1590,Londen,
Marcus de Bye,Den Haag,1639,1688,,
Margaretha Roosenboom,Den Haag,1843-10-24,1896-12-26,Voorburg,
Mari ten Kate,Den Haag,1831-03-04,1910-03-26,Driebergen-Rijsenburg,
Maria Alexandrina Reuss (prinses van Saxen Weimar Eisenbach),Weimar,1849,1922,Trebschen,
Maria Bilders-van Bosse,Amsterdam,1837-02-21,1900-07-11,Wiesbaden,
Maria Hille,Duitsland,1827-07-03,,,
Maria Margaretha van Os,Den Haag,1780-11-01,1862-11-17,Den Haag,
Maria Sibylla Merian,Frankfurt am Main,1647-04-02,1717-01-13,Amsterdam,
Maria Vos,Amsterdam,1824-12-21,1906-01-11,Oosterbeek,
Marie Alexandre Alophe,Parijs,1812,1883-04-10,Parijs,
Marie Constantine Bashkirtseff,,1860,1884-10-31,,
Marie Wandscheer,Amsterdam,1856-11-19,1936-09-18,Ede,
Marinus Pieter Filbri,Delft,1852-04-01,1917-12-19,Utrecht,
Marinus van der Maarel,Den Haag,1857-09-01,1921-03-17,Den Haag,
Marius Bauer,Den Haag,1867-01-25,1932-07-18,Amsterdam,
Marlene Dumas,Kaapstad,1953-08-03,,,
Martin Ferdinand Quadal,Niemtschitz,1736,1808-01-11,Sint-Petersburg,
